timestamp,open,high,low,close,volume,trades,days_since_launch,return,log_return,cumulative_return,sharpe_ratio,cum_max,drawdown,turnover
2023-09-20 00:00:00+00:00,7.3023870103192e-05,0.000135207641632012,3.4126208790547e-05,6.1817461727224e-05,9355116.491757981,8515,1,-0.16270614431859576,-0.17758018805091025,-0.16270614431859576,1.283436629978648,7.3830067314797e-05,-0.16270614431859576,151334529603.27634
2023-09-21 00:00:00+00:00,6.1947328266979e-05,6.6284256142954e-05,3.3206006213632e-05,4.8578292315795e-05,2081641.2765814736,2742,2,-0.21416552931028154,-0.2410091058184831,-0.34202562610885023,1.283436629978648,7.3830067314797e-05,-0.34202562610885023,42851264985.793625
2023-09-22 00:00:00+00:00,4.9227256946854e-05,7.4318072016815e-05,3.8308693256282e-05,7.1532538639758e-05,989229.5636458683,1542,3,0.4725206512971545,0.38697566109528025,-0.031119146420966692,1.283436629978648,7.3830067314797e-05,-0.03111914642096658,13829085091.299297
2023-09-23 00:00:00+00:00,7.1751460237914e-05,0.000100476489867195,5.4702920546373e-05,9.3143096987739e-05,1245858.525853984,1718,4,0.3021080861789769,0.26398455583922786,0.2615875939892487,1.283436629978648,9.3143096987739e-05,0.0,13375747276.451244
2023-09-24 00:00:00+00:00,9.1349219195382e-05,9.971128866087e-05,5.431843543266e-05,5.5477667765405e-05,1089157.5097346008,1245,5,-0.40438240127759695,-0.5181564307202925,-0.24857622669014978,1.283436629978648,9.3143096987739e-05,-0.40438240127759695,19632359354.76333
2023-09-25 00:00:00+00:00,5.5479376473518e-05,6.5810218090132e-05,4.6169728386121e-05,5.5357297998376e-05,558689.2347990558,809,6,-0.0021696976797582757,-0.002172054883999966,-0.2502065891076154,1.283436629978648,9.3143096987739e-05,-0.4056747113995681,10092422408.612608
2023-09-26 00:00:00+00:00,5.5277858195883e-05,6.3154732438108e-05,4.8202812439287e-05,5.3096151630176e-05,377123.3157388043,509,7,-0.04084640056431832,-0.041704050671929276,-0.2808329511094122,1.283436629978648,9.3143096987739e-05,-0.4299507602032454,7102648763.803718
2023-09-27 00:00:00+00:00,5.3269140083939e-05,5.3607632704734e-05,3.1145335318243e-05,4.1040899777262e-05,867188.8089613098,967,8,-0.22704568001238468,-0.2575353265941401,-0.44411672276727565,1.283436629978648,9.3143096987739e-05,-0.5593779774934425,21129868342.744297
2023-09-28 00:00:00+00:00,4.0699784322212e-05,4.8778461588931e-05,3.5459808420983e-05,4.2148930318061e-05,411219.249408863,538,9,0.02699820293445132,0.026640181124492304,-0.4291088732406787,1.283436629978648,9.3143096987739e-05,-0.5474819747124221,9756338922.6192
2023-09-29 00:00:00+00:00,4.225249645479e-05,6.7246712359595e-05,3.9617666160061e-05,5.7681641962953e-05,572690.674656863,535,10,0.36851971159600616,0.3137296531917254,-0.21872423985461464,1.283436629978648,9.3143096987739e-05,-0.3807201625414497,9928473863.914677
2023-09-30 00:00:00+00:00,5.8405831592813e-05,5.9238506581153e-05,3.7662331814284e-05,4.4242415166867e-05,427604.5149109807,625,11,-0.23298967121493475,-0.2652550112321954,-0.4007534223390862,1.283436629978648,9.3143096987739e-05,-0.5250059682609556,9665035538.819597
2023-10-01 00:00:00+00:00,4.361284949485e-05,4.866499416529e-05,3.7402758257597e-05,4.5240194641486e-05,218183.25035390875,337,12,0.022552554395046664,0.02230200555535676,-0.3872388813003429,1.283436629978648,9.3143096987739e-05,-0.5142936395228382,4822774351.059735
2023-10-02 00:00:00+00:00,4.5069344205529e-05,4.7428614418541e-05,3.3144872826441e-05,3.84697101796e-05,294315.7502515442,364,13,-0.14965639550271426,-0.16211477059594578,-0.4789425016291444,1.283436629978648,9.3143096987739e-05,-0.5869827027045923,7650584027.73245
2023-10-03 00:00:00+00:00,3.8166461410791e-05,3.8650846314838e-05,1.9433926987478e-05,2.6490611920712e-05,638034.9022472885,652,14,-0.31139039527363954,-0.3730807799810294,-0.641194802007139,1.283436629978648,9.3143096987739e-05,-0.7155923221642595,24085321402.0486
2023-10-04 00:00:00+00:00,2.6555220473829e-05,2.6582426614714e-05,1.9937843306103e-05,2.2936434423276e-05,189326.17299753177,325,15,-0.1341674366780906,-0.14406373400710454,-0.6893347756886159,1.283436629978648,9.3143096987739e-05,-0.753750571271049,8254385555.472506
2023-10-05 00:00:00+00:00,2.2931093953892e-05,2.5517967765124e-05,1.9782830540164e-05,2.1990428315121e-05,126999.7210606925,241,16,-0.04124468915687218,-0.04211938697507154,-0.7021480662971888,1.283436629978648,9.3143096987739e-05,-0.763907052414032,5775227259.824007
2023-10-06 00:00:00+00:00,2.2010452014601e-05,2.8370710827948e-05,2.2010452014601e-05,2.567799057279e-05,89188.18009419866,198,17,0.1676894239996849,0.1550269449374105,-0.652201447097372,1.283436629978648,9.3143096987739e-05,-0.7243167620229531,3473331756.2904634
2023-10-07 00:00:00+00:00,2.5697561705157e-05,2.6547806233305e-05,1.9959243632913e-05,2.0297644135769e-05,52361.46690716063,141,18,-0.20953144373852794,-0.235129400149073,-0.7250761800172305,1.283436629978648,9.3143096987739e-05,-0.782081068890796,2579681984.6145587
2023-10-08 00:00:00+00:00,2.0022575854453e-05,2.3585027666046e-05,1.5410499366146e-05,2.0823959092527e-05,180703.89272052827,282,19,0.025929854382978013,0.02559937636359657,-0.7179474453986652,1.283436629978648,9.3143096987739e-05,-0.7764304627398402,8677691495.532022
2023-10-09 00:00:00+00:00,2.0844794377115e-05,2.6070457420273e-05,2.0365589812957e-05,2.207948433488e-05,72460.61924637479,169,20,0.060292340989258175,0.058544663486063506,-0.7009418365997502,1.283436629978648,9.3143096987739e-05,-0.76295093196454,3281807588.771688
2023-10-10 00:00:00+00:00,2.2160331561528e-05,2.6607835219605e-05,2.047086338072e-05,2.1669379053377e-05,101220.45523208761,202,21,-0.018574042549315162,-0.018748706266408142,-0.7064965556514664,1.283436629978648,9.3143096987739e-05,-0.767353891440506,4671128553.465089
2023-10-11 00:00:00+00:00,2.1696279597851e-05,2.1761812571186e-05,1.9039166372957e-05,2.0268561125545e-05,51623.591833050996,94,22,-0.06464504240668101,-0.06682918794647855,-0.7254700982578843,1.283436629978648,9.3143096987739e-05,-0.7823933089940839,2546978619.414105
2023-10-12 00:00:00+00:00,2.0322964319813e-05,2.2514857465249e-05,1.5365856503191e-05,1.8733149194435e-05,100512.54664533409,140,23,-0.07575337595991849,-0.07877633382007156,-0.7462666651167943,1.283436629978648,9.3143096987739e-05,-0.7988777504692488,5365491173.005394
2023-10-13 00:00:00+00:00,1.8636020154536e-05,2.0055048450472e-05,1.5988324577904e-05,1.7578835292612e-05,73567.05873910795,134,24,-0.061618785493146366,-0.06359900048470735,-0.7619014050514232,1.283436629978648,9.3143096987739e-05,-0.8112706592209833,4184979124.869926
2023-10-14 00:00:00+00:00,1.7930327682167e-05,1.8253332290505e-05,1.2229441191395e-05,1.3625004860017e-05,84474.70812226894,133,25,-0.22491993165535318,-0.25478894097222043,-0.8154545247544928,1.283436629978648,9.3143096987739e-05,-0.8537196496503596,6199976366.2589655
2023-10-15 00:00:00+00:00,1.3651456150273e-05,1.516332438513e-05,1.2032835418411e-05,1.2032835418411e-05,41500.057292835794,108,26,-0.11685643109590893,-0.12426749940449101,-0.8370198503665811,1.283436629978648,9.3143096987739e-05,-0.8708134493316777,3448900932.3054547
2023-10-16 00:00:00+00:00,1.2096278789913e-05,1.3825465741753e-05,1.0518913372566e-05,1.2030583769585e-05,61027.20703495528,109,27,-0.00018712537383791528,-0.00018714288397511032,-0.8370503480880094,1.283436629978648,9.3143096987739e-05,-0.8708376234132664,5072672133.270923
2023-10-17 00:00:00+00:00,1.206184767518e-05,1.5501868561052e-05,1.0482472044387e-05,1.398456989802e-05,55161.49845908185,92,28,0.16241823055793447,0.1505025167004468,-0.8105843539544326,1.283436629978648,9.3143096987739e-05,-0.8498592987533915,3944454413.7815685
2023-10-18 00:00:00+00:00,1.4262933509071e-05,1.4795193223103e-05,1.2690463872324e-05,1.4290194527439e-05,32094.2211305176,65,29,0.02185441752214845,0.021619033026280744,-0.8064447853405252,1.283436629978648,9.3143096987739e-05,-0.84657806118128,2245891129.675848
2023-10-19 00:00:00+00:00,1.4291095674098e-05,1.5604431670179e-05,1.3267006686279e-05,1.3768563748775e-05,19479.349618312037,42,30,-0.036502706640025195,-0.0371856003065711,-0.8135100745598871,1.283436629978648,9.3143096987739e-05,-0.8521783772061235,1414769904.380559
2023-10-20 00:00:00+00:00,1.3758835495506e-05,1.7680000528779e-05,1.3645258146408e-05,1.6594399273345e-05,26279.151615205203,72,31,0.20523822064021857,0.18667724088119772,-0.7752352140952314,1.283436629978648,9.3143096987739e-05,-0.8218397303717588,1583615723.7349641
2023-10-21 00:00:00+00:00,1.685595737709e-05,1.746956525333e-05,1.5863286278569e-05,1.6127851857259e-05,15986.430363981272,42,32,-0.028114751754551026,-0.028517538851665906,-0.7815544202541087,1.283436629978648,9.3143096987739e-05,-0.8268486621248807,991231225.6753477
2023-10-22 00:00:00+00:00,1.6117938183963e-05,1.6274109760708e-05,1.4686597376723e-05,1.4686597376723e-05,8789.629428211565,37,33,-0.08936431790742827,-0.09361237159487061,-0.8010756604879931,1.283436629978648,9.3143096987739e-05,-0.8423222133288494,598479634.3734714
